IMDB_ID,Title,Year,Release_Date,Runtime,UrlPoster,Genres,Rating,Rated,Votes
tt0075147,Robin and Marian,1976,19760312,106 min,https://images-na.ssl-images-amazon.com/images/M/MV5BZmMyYTM2YzAtOTFmZC00ZWJhLWJhNGQtNWY4ZmU0N2Q2MjdhXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1.jpg,Adventure|Drama|Romance,6.6,PG,9244
tt0075165,Satan's Brew,1976,19780426,112 min,https://images-na.ssl-images-amazon.com/images/M/MV5BMGM2NmY1Y2QtMDkzMy00NzIzLThhYmUtZDlhMzBkYjgwMjEzXkEyXkFqcGdeQXVyMzIwNDY4NDI@._V1.jpg,Comedy|Drama|Romance,7.2,NULL,1335
tt0075265,A Star Is Born,1976,19761217,139 min,https://images-na.ssl-images-amazon.com/images/M/MV5BMTM4Mjc5MTA2N15BMl5BanBnXkFtZTgwNzIwMjEyMDE@._V1.jpg,Drama|Music|Romance,6.5,R,5306
tt0075380,The Widowhood of Karolina Zasler,1976,19761116,109 min,https://images-na.ssl-images-amazon.com/images/M/MV5BZmE1YjdjNGYtOTI3OS00ZTExLWE3M2ItZTM4MWQyOTQ0Y2VkXkEyXkFqcGdeQXVyMjM5MTg4MjQ@._V1.jpg,Comedy|Drama,7.2,NULL,49
tt0075382,Sunday in the Country,1974,19741122,93 min,https://images-na.ssl-images-amazon.com/images/M/MV5BMDcyNGQ1NDItODhmZi00ZGIwLThmYWYtYjcwZTVmMzZhNjI3XkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1.jpg,Crime|Drama|Thriller,6.2,R,234
tt0075491,Children of the Stones,1977–,19770110,30 min,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQxNTA5MDMyOV5BMl5BanBnXkFtZTcwMDY2ODAwMQ@@._V1.jpg,Drama|Family|Fantasy|Mystery|Sci-Fi,7.7,NULL,408
tt0075784,A Bridge Too Far,1977,19770615,175 min,https://images-na.ssl-images-amazon.com/images/M/MV5BMTczNjg0MzQyM15BMl5BanBnXkFtZTcwMjY0NjAzNA@@._V1.jpg,Drama|History|War,7.4,PG,41975
tt0075860,Close Encounters of the Third Kind,1977,19771214,137 min,https://images-na.ssl-images-amazon.com/images/M/MV5BMjM1NjE5NjQxN15BMl5BanBnXkFtZTgwMjYzMzQxMDE@._V1.jpg,Drama|Sci-Fi,7.7,PG,146318
tt0075929,Delta Fox,1979,197910,93 min,NULL,Crime|Drama,6.6,R,45
tt0076112,Wanda the Wicked Warden,1977,197902,90 min,https://images-na.ssl-images-amazon.com/images/M/MV5BZjE4YmUxZGEtMDc4NS00NmRlLWIwNTctYTkzM2E4YTlmMzMzL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTYxNjkxOQ@@._V1.jpg,Horror,4.6,NULL,1742
tt0076124,Ballad of Orin,1977,197810,109 min,https://images-na.ssl-images-amazon.com/images/M/MV5BMTcxMDcyMjkwMl5BMl5BanBnXkFtZTcwMTMwNzYyMQ@@._V1.jpg,Drama,7.5,NULL,300
tt0076140,Hi-Riders,1978,197805,90 min,https://images-na.ssl-images-amazon.com/images/M/MV5BMTgwNjczOTEwMl5BMl5BanBnXkFtZTYwNDU0Njg5._V1.jpg,Action|Crime|Drama,5.4,R,112
tt0076290,Lady Dracula,1977,19791003,79 min,https://images-na.ssl-images-amazon.com/images/M/MV5BMjZmMWQwZTEtY2ZiZS00NjZhLTgxNzUtNjVlZWQwNWY0ZGNiL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1.jpg,Comedy|Horror,4.3,NOT RATED,94
tt0076495,The Olsen Gang Outta Sight,1977,19770930,105 min,https://images-na.ssl-images-amazon.com/images/M/MV5BZTkwNjRjNDItMjNlNC00OGMxLTgyYzktNTA5MzQ2YmM5Yjg4XkEyXkFqcGdeQXVyNDM0OTkxMzI@._V1.jpg,Comedy|Crime,6.7,NOT RATED,1037
tt0076571,Obscene Desire,1978,19781204,100 min,https://images-na.ssl-images-amazon.com/images/M/MV5BOGEwZGY5MjgtNWU1Ny00YzJmLWJhZmMtZjFhNWY3ZDNiZDAwXkEyXkFqcGdeQXVyMTYxNjkxOQ@@._V1.jpg,Horror,5.2,NULL,59
tt0076578,Pumping Iron,1977,19780331,85 min,https://images-na.ssl-images-amazon.com/images/M/MV5BMTg2OTIwNTQ2OF5BMl5BanBnXkFtZTcwNTA4NDAwMQ@@._V1.jpg,Documentary|Sport,7.5,PG,17071
tt0076684,La 7ème compagnie au clair de lune,1977,19771207,0,https://images-na.ssl-images-amazon.com/images/M/MV5BYTY0MTFlMDYtMTgzZS00YjMwLWFjZGUtODIwOGEwOWE4NTU0XkEyXkFqcGdeQXVyMTY5MDE5NA@@._V1.jpg,Comedy,6.2,NULL,923
tt0076804,Telefon,1977,19771216,102 min,https://images-na.ssl-images-amazon.com/images/M/MV5BNWVmYWU4MDUtNzdiZS00ZmVhLTk1ZDItNjE3OWE0ZmIwNTA2XkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1.jpg,Action|Crime|Drama|Thriller,6.6,PG,4112
tt0076846,Gli ultimi angeli,1978,19780505,97 min,https://images-na.ssl-images-amazon.com/images/M/MV5BNGM4YjU1MjItMjNlYS00ZDRhLWJmMDktMzcwN2UzYWRhZTllXkEyXkFqcGdeQXVyMDY4MzkyNw@@._V1.jpg,Drama|Family,6.9,NULL,16
tt0076868,Valentino,1977,19770907,128 min,https://images-na.ssl-images-amazon.com/images/M/MV5BMTM1ODcyMjQwNF5BMl5BanBnXkFtZTcwNDY1Nzg0NQ@@._V1.jpg,Biography|Drama,6.1,R,1193
tt0077276,French Fried Vacation,1978,19781122,87 min,https://images-na.ssl-images-amazon.com/images/M/MV5BNTI0MDE0NDc4OF5BMl5BanBnXkFtZTcwNDQ2NTAyMQ@@._V1.jpg,Comedy|Romance,6.9,NULL,4961
tt0077381,Crossed Swords,1977,19780317,113 min,https://images-na.ssl-images-amazon.com/images/M/MV5BMTYzNTU4NDE3N15BMl5BanBnXkFtZTcwNzYzNDMyMQ@@._V1.jpg,Adventure|Comedy|Drama|Family,6.5,PG,1241
tt0077488,The Unicorn,1978,19780929,111 min,https://images-na.ssl-images-amazon.com/images/M/MV5BYTZmOGIxNWYtZWE1Yi00NjU5LWJiODgtNDUzMGJmNDFiZGMyXkEyXkFqcGdeQXVyNjUzNzQ4NDQ@._V1.jpg,Drama,6.5,NULL,27
tt0077519,Eutanasia di un amore,1978,19781007,107 min,https://images-na.ssl-images-amazon.com/images/M/MV5BMjM0MzgzMTU5NF5BMl5BanBnXkFtZTgwMzg1OTA2MTE@._V1.jpg,Drama|Romance,5.8,NULL,56
tt0077651,Halloween,1978,19781025,91 min,https://images-na.ssl-images-amazon.com/images/M/MV5BNzk1OGU2NmMtNTdhZC00NjdlLWE5YTMtZTQ0MGExZTQzOGQyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1.jpg,Horror|Thriller,7.9,R,166853
tt0077737,La prof et les cancres,1978,19781011,86 min,https://images-na.ssl-images-amazon.com/images/M/MV5BMTc0NzI4OTQ5N15BMl5BanBnXkFtZTcwOTc4OTQ1MQ@@._V1.jpg,Comedy,4.7,NULL,219
tt0077745,Invasion of the Body Snatchers,1978,19781222,115 min,https://images-na.ssl-images-amazon.com/images/M/MV5BMTg1MTgxMTY2MF5BMl5BanBnXkFtZTgwODg0NTc1MDE@._V1.jpg,Horror|Sci-Fi,7.4,PG,39578
tt0077763,Comment vivre,1977,19810403,83 min,https://images-na.ssl-images-amazon.com/images/M/MV5BYjk2NGViNjktZjgyNS00YTk3LWJiZWUtZjIwODNkNzY0ZmU3XkEyXkFqcGdeQXVyMTc4MzI2NQ@@._V1.jpg,Documentary,7.9,NULL,38
tt0077851,Les lycéennes redoublent,1978,19790523,90 min,https://images-na.ssl-images-amazon.com/images/M/MV5BNDMwODc3NTMwNF5BMl5BanBnXkFtZTcwMDQxNDg0MQ@@._V1.jpg,Comedy,4.8,NULL,255
tt0077991,The Night Nurse,1978,1984,78 min,https://images-na.ssl-images-amazon.com/images/M/MV5BMjA1NjA2OTA1N15BMl5BanBnXkFtZTgwNTc5NTg5ODE@._V1.jpg,Horror,5.3,NULL,47
tt0078026,The Olsen Gang Goes to War,1978,19781006,107 min,https://images-na.ssl-images-amazon.com/images/M/MV5BY2VhZDAyMzgtYzEzZS00YjBiLWFhZmYtMWYyYWE5NmVkNGQyXkEyXkFqcGdeQXVyNDM0OTkxMzI@._V1.jpg,Comedy|Crime,6.9,NOT RATED,1109
tt0078053,Deux espionnes avec un petit slip à fleur,1980,19820721,96 min,https://images-na.ssl-images-amazon.com/images/M/MV5BYTFlMWRmM2YtNThjOC00N2FjLThmMzktNDA4NTJhMzQ5MjQ5XkEyXkFqcGdeQXVyMzU0NzkwMDg@._V1.jpg,Thriller,4.8,16,73
tt0078082,Das Pferdemädchen,1979,19790705,85 min,NULL,Drama|Family,7.4,NULL,10
tt0078111,Pretty Baby,1978,19780405,110 min,https://images-na.ssl-images-amazon.com/images/M/MV5BMjA4NTUxNTUxNl5BMl5BanBnXkFtZTgwMTIzMDAwMjE@._V1.jpg,Drama,6.6,R,7787
tt0078119,The Prophet the Gold and the Transylvanians,1978,19780212,0,https://images-na.ssl-images-amazon.com/images/M/MV5BMjNmZjE4ZjktMzNkZC00ZjdkLWIzNGQtMDBiZmU3N2Y1NDQyXkEyXkFqcGdeQXVyMTM3OTE2Mzg@._V1.jpg,Comedy|Western,7.6,NULL,427
tt0078273,Sinai Field Mission,1978,19781017,127 min,NULL,Documentary,6.6,NULL,35
tt0078299,Desiderium,1978,NULL,120 min,https://images-na.ssl-images-amazon.com/images/M/MV5BM2Y3M2JmZGItNDYwZS00NGY2LWIwMDAtNDI1ZWY2ZjQwY2U4XkEyXkFqcGdeQXVyMzU1OTM4NDU@._V1.jpg,Drama|Romance,8.5,NULL,963
tt0078417,Le mystère du triangle des Bermudes,1978,19780414,112 min,https://images-na.ssl-images-amazon.com/images/M/MV5BOGY1MTg4ZTEtOWQwYS00YWEzLWJjODAtYWFiZGMwNzIzMDJhXkEyXkFqcGdeQXVyMTQ2MjQyNDc@._V1.jpg,Horror|Mystery|Sci-Fi,4.5,NULL,661
tt0078813,The Miser,1980,19800305,125 min,https://images-na.ssl-images-amazon.com/images/M/MV5BMTI1NjQ4NjQ0Nl5BMl5BanBnXkFtZTcwMTgyMjU2MQ@@._V1.jpg,Comedy,6.7,NULL,3005
tt0078832,Partizanska eskadrila,1979,1979,130 min,https://images-na.ssl-images-amazon.com/images/M/MV5BMGU3NGE1ZDYtOGU5MS00NWE0LWI0YTEtZDZiOGQwNjRmNzhiXkEyXkFqcGdeQXVyMzIwMTIwODc@._V1.jpg,Drama|History|War,6.6,NULL,498
tt0078876,Ion: Blestemul pamîntului blestemul iubirii,1980,19800914,205 min,https://images-na.ssl-images-amazon.com/images/M/MV5BMzcyOTA0NzMtZTVkZi00ZDgzLTgyZjktY2NmNWExYzlmNmJjXkEyXkFqcGdeQXVyMTM3OTE2Mzg@._V1.jpg,Drama|History,8.1,NULL,413
tt0078907,Les bronzés font du ski,1979,19791122,90 min,https://images-na.ssl-images-amazon.com/images/M/MV5BMTkxOTUwNjQ4M15BMl5BanBnXkFtZTYwNDI5NjE5._V1.jpg,Comedy,7.5,NULL,5709
tt0078913,Buffet froid,1979,19791219,89 min,https://images-na.ssl-images-amazon.com/images/M/MV5BMTI0NTg5MDYyNV5BMl5BanBnXkFtZTcwNjQ5ODUyMQ@@._V1.jpg,Comedy|Crime,7.7,NULL,3680
tt0078923,It's Not Me It's Him,1980,19800123,105 min,https://images-na.ssl-images-amazon.com/images/M/MV5BMjE2NjczNzQzN15BMl5BanBnXkFtZTcwMzg4ODE3MQ@@._V1.jpg,Comedy,5.4,NULL,396
tt0079011,Crocodile,1978,198111,100 min,https://images-na.ssl-images-amazon.com/images/M/MV5BYzVlNDlkNWMtZDZmYy00ZTc1LTk0NTUtNGUxMDI5NTJhNjExXkEyXkFqcGdeQXVyNjM2NTM3ODA@._V1.jpg,Horror,3.6,R,87
tt0079200,The Troops & Aliens,1979,19790131,96 min,https://images-na.ssl-images-amazon.com/images/M/MV5BMTI1NzM2Mjk3OF5BMl5BanBnXkFtZTcwMTg0MTIyMQ@@._V1.jpg,Comedy|Crime|Sci-Fi,6.2,NULL,5515
tt0079285,Saturn 3,1980,19800215,96 min,https://images-na.ssl-images-amazon.com/images/M/MV5BOGU1MDY4YzYtMWIzYi00YjVkLWJiNzUtNTU4NTE1MTcxMWM2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1.jpg,Adventure|Horror|Sci-Fi|Thriller,5.1,R,6431
tt0079293,Space Firebird,1980,19820713,122 min,https://images-na.ssl-images-amazon.com/images/M/MV5BMjEyNzExMzU5Nl5BMl5BanBnXkFtZTcwOTA2OTYyMQ@@._V1.jpg,Adventure|Animation|Drama|Fantasy|Romance|Sci-Fi,7.2,NULL,354
tt0079358,Jade Dagger Ninja,1982,1982,90 min,https://images-na.ssl-images-amazon.com/images/M/MV5BMTI3ODQxNzM3OV5BMl5BanBnXkFtZTcwNjI1MzQyMQ@@._V1.jpg,Action|Drama,6.7,NULL,58
tt0079404,Kindaichi Kosuke no boken,1979,19790714,113 min,https://images-na.ssl-images-amazon.com/images/M/MV5BZWU4MDMwOWEtYTYzOC00Y2NiLWJjZTQtODVhYTA1NjNkMGJlL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMjUyNDk2ODc@._V1.jpg,Null,6.4,NULL,27
tt0079532,Marie Ann,1978,19780802,88 min,NULL,Adventure|Drama|Western,6.4,NULL,16
tt0079542,Meetings with Remarkable Men,1979,19791114,108 min,https://images-na.ssl-images-amazon.com/images/M/MV5BMTg5MjEwNTMxOV5BMl5BanBnXkFtZTcwNzE2MjgyMQ@@._V1.jpg,Biography|Drama,7.3,NULL,731
tt0079615,Uncle Marin the Billionaire,1979,19790205,88 min,https://images-na.ssl-images-amazon.com/images/M/MV5BZDc1NmE0Y2YtMjRjNi00OTcwLTllMTEtNDkwMjA4OWRmNmMwXkEyXkFqcGdeQXVyMTM3OTE2Mzg@._V1.jpg,Comedy,8.5,NULL,2618
tt0079662,The Olsen Gang Never Surrenders,1979,19791226,108 min,https://images-na.ssl-images-amazon.com/images/M/MV5BMDYxZDdmMjItNDk5Yy00YTJjLThlYzctZmZjZmY1MjMyYWQxXkEyXkFqcGdeQXVyNjI3Mjc5NzQ@._V1.jpg,Comedy|Crime,6.8,NOT RATED,1079
tt0079770,Quintet,1979,19790429,118 min,https://images-na.ssl-images-amazon.com/images/M/MV5BYWFkZWQ0OTctYmZmNi00YzJmLTg1NDItZDhmYWI4Yzg0NzdiXkEyXkFqcGdeQXVyMjUxODE0MDY@._V1.jpg,Drama|Mystery|Sci-Fi,5.2,R,2335
tt0079788,Zombie Holocaust,1980,19820507,84 min,https://images-na.ssl-images-amazon.com/images/M/MV5BYTc1YzgxNzktMWY4Mi00ZmUwLTkwODktMzAwZDUwMzA0YTRhXkEyXkFqcGdeQXVyMzMwMjI2NA@@._V1.jpg,Horror,5.3,R,4103
tt0079833,The Castle of Cagliostro,1979,19791215,102 min,https://images-na.ssl-images-amazon.com/images/M/MV5BMjAwMDc1NDY3MV5BMl5BanBnXkFtZTgwNjUyNjM0MzE@._V1.jpg,Adventure|Animation|Crime|Family|Fantasy,7.8,TOUS PUBLICS,17435
tt0079882,Seven,1979,197909,100 min,https://images-na.ssl-images-amazon.com/images/M/MV5BMTI1MTY4NTk4M15BMl5BanBnXkFtZTYwODY4OTg5._V1.jpg,Action|Drama,6.1,R,373
tt0080316,203 kochi,1980,19810320,185 min,https://images-na.ssl-images-amazon.com/images/M/MV5BM2I5ZmMzNzItMzcxMC00ZWM3LThmMDItOWY5ZTA0ZDE0NWVlL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjEyMDY4Mjk@._V1.jpg,Drama|History|War,6.8,NULL,122
tt0080365,American Gigolo,1980,19800201,117 min,https://images-na.ssl-images-amazon.com/images/M/MV5BYzJkZjE1ZjUtNTUyNy00ODk1LTgzYzUtY2VmZjhlODM5OWYwXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1.jpg,Crime|Drama|Mystery|Romance|Thriller,6.2,R,16742
tt0080455,The Blues Brothers,1980,19800620,133 min,https://images-na.ssl-images-amazon.com/images/M/MV5BMzdhOTJmYmQtMmE0OS00ZDMyLWFkZDItZmZmMGJlNGUyNjNhXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1.jpg,Action|Comedy|Crime|Music|Musical,7.9,R,148900
tt0080490,Vacances sexuelles,1981,19830329,84 min,NULL,Adult,4.8,NULL,58
tt0080494,Mercenaries' Trap,1981,19810126,111 min,https://images-na.ssl-images-amazon.com/images/M/MV5BMjYxYWM2Y2UtODFiYy00ZTc0LWE4NWYtOGI0MmZjZjkxYWUxXkEyXkFqcGdeQXVyMTM3OTE2Mzg@._V1.jpg,Adventure|Drama|War,7.7,NULL,293
tt0080549,Coal Miner's Daughter,1980,19800307,124 min,https://images-na.ssl-images-amazon.com/images/M/MV5BMTkwMjUxNTczNV5BMl5BanBnXkFtZTgwNjg2MDM0MDE@._V1.jpg,Biography|Drama|Music|Musical,7.5,PG,13486
tt0080554,Colegas,1982,198310,117 min,https://images-na.ssl-images-amazon.com/images/M/MV5BMTg2NTg1MzM4N15BMl5BanBnXkFtZTcwMjcyMjUyMQ@@._V1.jpg,Drama,6.4,NULL,249
tt0080711,Fade to Black,1980,19801014,102 min,https://images-na.ssl-images-amazon.com/images/M/MV5BMTk2NDQwNTYxOV5BMl5BanBnXkFtZTYwNzIyOTc4._V1.jpg,Comedy|Horror|Thriller,5.9,R,2002
tt0080716,Fame,1980,19800516,134 min,https://images-na.ssl-images-amazon.com/images/M/MV5BMzk2NzA4NjQ4NV5BMl5BanBnXkFtZTgwMzE4OTI1MDE@._V1.jpg,Drama|Music|Musical,6.6,R,17007
tt0080798,Gloria,1980,19801001,123 min,https://images-na.ssl-images-amazon.com/images/M/MV5BYmQyZjUzMDgtODg1ZC00ZTI4LWExMzktMzIzZDNlOTc2MWU1XkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1.jpg,Crime|Drama|Thriller,7.1,PG,6356
tt0080889,Hopscotch,1980,19801010,106 min,https://images-na.ssl-images-amazon.com/images/M/MV5BMTAzMzYzMjUyMTheQTJeQWpwZ15BbWU2MDk1NjIxOQ@@._V1.jpg,Adventure|Comedy,7.2,R,4997
tt0080928,Inside Moves,1980,19810909,113 min,https://images-na.ssl-images-amazon.com/images/M/MV5BMTc2NzY3Mzc1N15BMl5BanBnXkFtZTcwNzQyMDMyMQ@@._V1.jpg,Drama,7.4,PG,1153
tt0080934,The Island,1980,19800613,109 min,https://images-na.ssl-images-amazon.com/images/M/MV5BMzIxZDBmN2QtMTRhOS00ZWVmLThmZjQtYzdmMGU3OTg2YzVkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1.jpg,Action|Adventure|Drama|Horror|Mystery|Thriller,5.3,R,3002
tt0081124,Maravillas,1981,19880406,95 min,https://images-na.ssl-images-amazon.com/images/M/MV5BOGQwYjQxNzUtODExZi00ZTc0LWI5M2MtODIzMGQ4MmVkZjdhXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1.jpg,Comedy|Drama,6.5,12,63
tt0081218,Navajeros,1980,19801006,95 min,https://images-na.ssl-images-amazon.com/images/M/MV5BNTFkNTFmNmEtZGE0Yy00ZmY0LThmYWUtZWRhNzVkNjU0NjUyXkEyXkFqcGdeQXVyMTAxMDQ0ODk@._V1.jpg,Biography|Crime|Drama,6.5,NC-17,294
tt0081229,Night of the Demon,1980,19831124,92 min,https://images-na.ssl-images-amazon.com/images/M/MV5BMjY5NTY1MDgyN15BMl5BanBnXkFtZTcwNjgyMjM5OA@@._V1.jpg,Horror,4.9,R,1149
tt0081499,La danse du lion,1980,19800209,101 min,https://images-na.ssl-images-amazon.com/images/M/MV5BMTIwODkzNzkwNl5BMl5BanBnXkFtZTcwODE0MzUyMQ@@._V1.jpg,Action|Adventure|Comedy,7.3,PG-13,5003
tt0081609,Assassination Attempt,1981,19810708,150 min,https://images-na.ssl-images-amazon.com/images/M/MV5BYjAwYWMwNDUtMDRlMS00MjNhLThkY2EtMzc0ZmI2Y2ZlZWYwXkEyXkFqcGdeQXVyMzYyNjE5NDY@._V1.jpg,Action|Crime|Drama|Romance|Thriller|War,7.1,NULL,910
tt0081639,Everybody Calls Me 'The Cat',1980,NULL,93 min,https://images-na.ssl-images-amazon.com/images/M/MV5BZTRhMTg1MWEtMjUyNC00ZGM5LThkZDUtYmNmOWE4YTJhOTU2XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1.jpg,Null,6.5,NULL,13
tt0081658,Trois Hommes à Abattre,1980,19801031,93 min,https://images-na.ssl-images-amazon.com/images/M/MV5BMDE3NjQ1OWEtMGUyYy00NWRmLTg0MmEtYWE1NWFiZGE1NjQ2XkEyXkFqcGdeQXVyMjU5OTg5NDc@._V1.jpg,Action|Crime|Drama|Thriller,6.2,12,937
tt0081738,The Watcher in the Woods,1980,19820915,84 min,https://images-na.ssl-images-amazon.com/images/M/MV5BMTYxNDAzMjMwMV5BMl5BanBnXkFtZTcwNzE3NTYyMQ@@._V1.jpg,Family|Horror|Mystery|Thriller,6.4,PG,4177
tt0081743,Drumul oaselor,1982,19820729,0,https://images-na.ssl-images-amazon.com/images/M/MV5BOGJmMzJmMGMtMzhkOS00YjVkLTg3MTEtMTU1OTM5MjVkODY1XkEyXkFqcGdeQXVyMTM3OTE2Mzg@._V1.jpg,Action|History,7.6,NULL,382
tt0081763,Witches' Brew,1980,19801031,98 min,https://images-na.ssl-images-amazon.com/images/M/MV5BZWE3YjBmOWYtZjFjMS00ZTM1LTk1ZjUtYjQzZDRiZjlkMjVmXkEyXkFqcGdeQXVyNDIyMTQ3Ng@@._V1.jpg,Comedy|Horror,4.3,PG,118
tt0081793,Christmas Evil,1980,198011,100 min,https://images-na.ssl-images-amazon.com/images/M/MV5BMTgyNDkwODQ3Nl5BMl5BanBnXkFtZTcwNTAyMDkzMQ@@._V1.jpg,Horror|Thriller,5.2,R,3054
tt0081949,A Town Like Alice,1981–,19811004,301 min,https://images-na.ssl-images-amazon.com/images/M/MV5BNzA2MTIxOTM3MV5BMl5BanBnXkFtZTcwODUzNDMyMQ@@._V1.jpg,Drama|Romance|War,8.5,NULL,743
tt0082009,American Pop,1981,19810213,96 min,https://images-na.ssl-images-amazon.com/images/M/MV5BNDIwZTcxMGMtN2U5Mi00ZDU3LWE1ZTktMjllZjNhNTFiNDQwL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1.jpg,Animation|Drama|Music,7.2,R,3302
tt0082054,Beau Pere,1981,19811011,123 min,https://images-na.ssl-images-amazon.com/images/M/MV5BMTk1MjI4MTExOV5BMl5BanBnXkFtZTcwMzYzNTMyMQ@@._V1.jpg,Comedy|Drama,7.2,12,1974
tt0082087,Der Bockerer,1981,19811113,104 min,https://images-na.ssl-images-amazon.com/images/M/MV5BNTM1NjA3OTQ2NV5BMl5BanBnXkFtZTcwMDc4NDMyMQ@@._V1.jpg,Drama|History,8.2,NULL,714
tt0082096,Das Boot,1981,19820210,149 min,https://images-na.ssl-images-amazon.com/images/M/MV5BNGRmOWY0MGUtNTVhMy00NzRlLTljNDAtNTBiNTRlODgxNmY2XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1.jpg,Adventure|Drama|Thriller|War,8.4,R,177356
tt0082116,Burned at the Stake,1982,19820219,88 min,https://images-na.ssl-images-amazon.com/images/M/MV5BZmJjMTVkNTctMDkxMy00MzRkLWI4OTctMDRlY2VhZjg4MjkwXkEyXkFqcGdeQXVyMTQ2MjQyNDc@._V1.jpg,Horror,4.9,R,201
tt0082183,La chèvre,1981,19850726,91 min,https://images-na.ssl-images-amazon.com/images/M/MV5BMzQ0MjkyOTQxNV5BMl5BanBnXkFtZTcwNDQwODgxMQ@@._V1.jpg,Adventure|Comedy|Crime,7.4,NULL,5927
tt0082198,Conan the Barbarian,1982,19820514,129 min,https://images-na.ssl-images-amazon.com/images/M/MV5BMWIxMzQxZjAtMGFkNC00NzYwLWFiMGEtNzZhZjE5MmFiMmMyL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1.jpg,Adventure|Fantasy,6.9,R,117102
tt0082262,Steigler and Steigler,1981,NULL,98 min,https://images-na.ssl-images-amazon.com/images/M/MV5BNGExODhlMzQtM2M0OS00YTFkLWJjN2MtN2NmMjk5MjNhZDY5XkEyXkFqcGdeQXVyMjUyNDk2ODc@._V1.jpg,Comedy,5.0,NULL,50
tt0082334,The Entity,1982,19830204,125 min,https://images-na.ssl-images-amazon.com/images/M/MV5BZGY5MTNhMzktOGQzZi00ZGFlLTg3YWItNGU4YzJiMGYzYTQ4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1.jpg,Biography|Drama|Horror,6.6,R,11651
tt0082350,An Eye for an Eye,1981,19810814,106 min,https://images-na.ssl-images-amazon.com/images/M/MV5BZjMzMTliZDYtNzNiZC00MWQ1LTgyYTMtMGQ2ZDIzOThjMTRmL2ltYWdlXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1.jpg,Action|Adventure|Crime|Thriller,5.5,R,2718
tt0082432,Gallipoli,1981,19810828,110 min,https://images-na.ssl-images-amazon.com/images/M/MV5BZjM5ZDNlOGUtMjhlOS00NjNiLTg4M2MtNzVhMDY3MDlkYzg4XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1.jpg,Adventure|Drama|History|War,7.5,PG,30930
tt0082473,Great Barrier Reef,1981,NULL,39 min,https://images-na.ssl-images-amazon.com/images/M/MV5BMjE3Mzg2OTQ4Nl5BMl5BanBnXkFtZTcwOTkzNTQzMQ@@._V1.jpg,Documentary|Short,7.0,NULL,105
tt0082484,Quest for Fire,1981,19820212,100 min,https://images-na.ssl-images-amazon.com/images/M/MV5BNzIwMGQwMTAtNzg1OC00ZjViLWI1ZTAtNjliODJlNjUzMzhhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1.jpg,Adventure|Drama|History,7.4,R,17108
tt0082495,Halloween II,1981,19811030,92 min,https://images-na.ssl-images-amazon.com/images/M/MV5BMjZmYjg0ODctOTIyYy00YzhkLTgyMzEtNjUyY2JiZjVmYzI2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1.jpg,Horror,6.5,R,54135
tt0082533,The Howling,1981,19810410,91 min,https://images-na.ssl-images-amazon.com/images/M/MV5BZTcwZmIyNjAtMWM4Yy00YzE1LTk5YzQtNjVlY2IxNzMwNzc2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1.jpg,Horror,6.6,R,23984
tt0082562,Madly in Love,1981,19820804,100 min,https://images-na.ssl-images-amazon.com/images/M/MV5BMjEyMDQxMjgwNl5BMl5BanBnXkFtZTcwNzQwMTgyMQ@@._V1.jpg,Comedy|Romance,6.9,NULL,1945
tt0082640,Lady Chatterley's Lover,1981,19820507,104 min,https://images-na.ssl-images-amazon.com/images/M/MV5BMTg1NDM2ODQ0NF5BMl5BanBnXkFtZTcwMDY5OTgyMQ@@._V1.jpg,Drama|Romance,5.1,R,1915
tt0082777,La mujer del ministro,1981,19810827,101 min,https://images-na.ssl-images-amazon.com/images/M/MV5BODg0ODFmYjctNDg1MS00MmUzLTliMjAtMWUxN2I1MDI2YjI1XkEyXkFqcGdeQXVyMTM2Mzg4MA@@._V1.jpg,Null,4.9,NULL,30
